330,915,589,29,15
331,549,913,11,17
332,635,250,11,24
333,700,670,27,21
334,598,323,13,25
335,179,380,14,4
336,315,416,22,20
337,58,836,15,11
338,206,69,26,28
339,169,237,21,14
340,627,703,13,12
341,947,970,24,16
342,466,446,17,29
343,163,461,12,20
344,8,190,10,11
345,768,459,26,16
346,876,832,12,13
347,646,877,27,15
348,927,13,19,13
349,355,947,16,24
350,441,25,10,19
351,824,18,26,12
352,598,566,10,29
353,92,754,15,4
354,426,74,16,27
355,613,925,19,28
356,94,233,13,10
357,246,473,21,19
358,887,836,20,24
359,196,809,25,15
360,796,648,23,14
361,770,118,28,24
362,708,266,28,10
363,550,454,17,22
364,729,247,10,17
365,70,376,15,18
366,665,541,17,20
367,619,481,13,19
368,721,402,29,12
369,745,247,15,29
370,149,497,15,11
371,918,711,16,12
372,915,613,18,28
373,736,113,15,20
374,839,854,24,22
375,34,451,22,20
376,260,379,15,20
377,151,123,20,14
378,207,386,24,28
379,890,958,18,27
380,344,682,16,10
381,252,57,12,13
382,383,804,21,12
383,722,407,17,26
384,776,110,16,16
385,303,802,24,21
386,814,948,27,18
387,906,824,27,22
388,917,660,15,27
389,256,13,18,21
390,287,964,17,13
391,627,490,24,10
392,694,948,24,20
393,356,649,22,27
394,686,769,13,16
395,516,93,11,17
396,345,5,12,12
397,520,471,19,11
398,719,63,20,25
399,306,116,24,16
400,621,81,26,20
401,923,379,10,27
402,873,934,15,19
403,264,145,15,16
404,87,550,10,26
405,829,793,14,10
406,178,333,10,22
407,145,324,15,21
408,883,955,27,12
409,841,479,23,14
410,372,760,19,16
411,873,932,10,14
412,345,457,12,11
413,615,219,25,23
414,683,24,25,25
415,627,118,23,25
416,263,319,27,24
417,906,622,14,22
418,699,824,17,19
419,386,467,26,17
420,866,965,19,11
421,349,637,26,26
422,343,226,11,19
423,555,278,24,27
424,516,359,23,19
425,928,490,27,16
426,777,873,14,10
427,675,947,23,28
428,335,760,13,24
429,30,233,26,28
430,272,331,28,21
431,906,147,19,15
432,516,844,20,23
433,311,238,24,14
434,329,440,16,29
435,77,883,21,21
436,458,87,28,11
437,495,494,26,13
438,203,253,21,12
439,709,920,15,21
440,433,580,24,19
441,456,862,15,18
442,73,229,10,22
443,677,381,28,29
444,810,362,24,23
445,783,318,20,21
446,780,530,14,21
447,577,349,19,26
448,985,396,3,8
449,631,239,22,10
450,728,741,12,25
451,276,731,21,28
452,712,64,18,27
453,522,474,10,28
454,794,233,21,28
455,54,421,21,25
456,659,220,14,25
457,46,415,18,18
458,494,267,27,10
459,924,69,13,22
460,238,377,10,25
461,201,691,12,28
462,925,217,24,16
463,973,932,10,28
464,714,515,10,14
465,145,794,28,28
466,288,170,20,14
467,809,401,24,17
468,535,376,13,19
469,539,198,25,26
470,598,378,22,22
471,893,774,12,11
472,535,323,15,19
473,704,59,15,13
474,16,778,22,26
475,287,810,21,13
476,785,83,23,15
477,160,318,27,27
478,64,373,17,29
479,941,7,12,17
480,620,223,15,12
481,521,782,19,21
482,675,253,20,17
483,553,773,12,27
484,401,458,13,23
485,348,552,22,23
486,367,417,26,24
487,562,907,19,26
488,569,26,18,29
489,326,805,12,21
490,617,360,28,10
491,468,161,29,23
492,888,204,29,26
493,900,951,17,11
494,575,864,18,13
495,44,696,26,23
496,830,53,23,21
497,909,936,13,16
498,352,639,19,15
499,967,797,19,28
500,490,81,20,13
501,86,767,20,16
502,509,190,16,16
503,32,960,29,25
504,547,473,10,18
505,366,908,27,20
506,483,924,12,21
507,346,16,16,17
508,658,43,5,10
509,482,580,3,11
510,922,902,25,13
511,138,389,21,22
512,182,213,26,27
513,415,849,25,18
514,755,794,25,17
515,293,957,29,23
516,800,144,18,12
517,581,866,26,11
518,12,410,16,21
519,513,401,15,15
520,218,346,19,13
521,336,664,20,13
522,205,799,14,26
523,867,839,5,10
524,730,226,10,20
525,227,952,21,12
526,399,207,15,11
527,933,193,28,16
528,552,498,11,23
529,357,85,12,29
530,480,448,16,27
531,825,26,11,23
532,573,878,12,18
533,819,363,19,21
534,917,391,14,13
535,455,25,17,28
536,899,773,13,26
537,330,826,28,18
538,248,893,18,27
539,489,892,20,14
540,137,469,28,26
541,942,224,19,26
542,604,77,16,20
543,315,891,26,28
544,404,940,16,21
545,37,938,13,29
546,190,158,29,12
547,868,116,15,26
548,135,233,13,17
549,829,403,26,11
550,276,914,26,19
551,715,722,12,21
552,369,155,27,10
553,192,160,19,7
554,587,279,10,26
555,628,505,21,10
556,286,118,25,14
557,264,760,29,26
558,730,253,29,13
559,378,2,22,29
560,63,941,28,26
561,188,465,25,15
562,903,97,16,11
563,770,980,14,13
564,274,14,24,23
565,951,380,21,27
566,500,375,18,10
567,563,465,29,23
568,466,146,14,12
569,110,276,14,18
570,375,425,11,12
571,770,362,12,14
572,57,455,24,17
573,255,900,22,19
574,878,548,27,22
575,580,710,28,28
576,595,374,28,27
577,691,404,16,21
578,251,677,15,23
579,737,245,20,21
580,718,761,20,24
581,967,938,14,22
582,463,891,25,13
583,402,127,12,29
584,171,212,6,7
585,558,190,13,26
586,277,879,17,4
587,265,718,25,29
588,122,453,29,20
589,481,942,17,27
590,654,823,13,28
591,879,397,20,18
592,816,456,24,17
593,480,578,10,17
594,131,210,22,10
595,893,440,29,26
596,900,438,20,23
597,431,631,14,20
598,232,355,29,25
599,561,366,10,23
600,731,584,25,26
601,95,932,17,18
602,231,555,20,22
603,341,863,15,19
604,196,340,28,12
605,275,41,16,27
606,508,604,13,27
607,825,98,22,12
608,157,434,7,6
609,206,627,18,12
610,881,624,23,29
611,268,143,13,14
612,526,299,24,18
613,348,669,11,24
614,984,468,14,27
615,103,441,20,26
616,696,301,13,27
617,31,660,11,28
618,541,273,20,16
619,539,487,14,10
620,48,328,11,27
621,281,829,12,23
622,622,349,14,28
623,138,445,18,19
624,60,256,26,23
625,713,210,19,17
626,349,261,15,24
627,710,171,11,26
628,800,431,20,26
629,200,376,26,28
630,743,623,24,13
631,574,654,28,13
632,383,549,25,24
633,438,572,23,27
634,340,423,19,18
635,842,111,11,20
636,335,686,10,21
637,790,648,19,26
638,494,944,11,24
639,213,223,13,27
640,47,243,23,26
641,554,689,16,10
642,737,593,12,20
643,160,453,12,24
644,622,529,17,15
645,689,82,5,4
646,4,186,26,22
647,602,78,20,21
648,166,712,16,23
649,118,876,23,27
650,498,618,15,25
651,636,67,14,28
652,324,683,27,28
653,626,621,28,29
654,383,811,12,18
655,614,263,29,15
656,813,662,13,26
657,289,831,23,26
658,359,387,11,13
659,43,260,11,17
660,605,698,16,13
661,903,67,21,29
662,852,784,14,10
663,684,653,25,20
664,662,95,29,11
665,169,568,20,12
666,95,622,22,25
667,53,805,12,27
668,516,451,27,20
669,424,595,29,25
670,923,615,18,21
671,253,334,29,11
672,206,491,16,12
673,577,104,18,23
674,131,642,19,28
675,951,918,10,26
676,233,576,19,18
677,563,875,27,19
678,850,270,24,28
679,157,387,18,15
680,351,834,20,17
681,774,664,12,11
682,510,117,26,18
683,848,782,22,15
684,524,440,17,12
685,414,601,21,20
686,274,644,14,13
687,623,514,10,24
688,24,6,22,11
689,425,97,14,16
690,924,371,21,29
691,457,875,29,19
692,785,442,19,24
693,301,258,18,11
694,380,676,18,14
695,968,439,16,16
696,358,669,11,19
697,348,444,19,22
698,151,430,14,20
699,151,361,12,29
700,181,252,20,15
701,804,360,11,16
702,824,28,25,27
703,474,137,11,18
704,820,175,20,26
705,586,354,13,14
706,915,97,19,28
707,542,523,26,11
708,360,574,11,21
709,948,421,23,18
710,782,107,19,14
711,1,656,26,23
712,154,457,14,24
713,172,232,26,11
714,316,138,19,11
715,613,224,26,14
716,696,874,23,12
717,908,672,13,29
718,283,27,25,26
719,22,738,11,13
720,838,808,25,29
721,562,384,14,17
722,260,764,13,24
723,581,839,12,8
724,336,6,11,21
725,73,742,16,14
726,75,452,18,10
727,693,319,28,16
728,821,511,15,23
729,848,812,10,19
730,830,588,22,26
731,876,375,27,24
732,754,436,23,27
733,868,45,16,19
734,277,416,17,16
735,978,22,20,18
736,26,661,14,24
737,294,80,20,13
738,713,495,14,28
739,487,804,24,20
740,460,479,10,15
741,379,93,13,16
742,594,151,23,29
743,125,188,25,17
744,605,260,13,28
745,802,439,8,6
746,113,20,29,16
747,66,388,12,8
748,921,120,14,15
749,193,507,12,25
750,271,129,18,19
751,317,963,24,25
752,478,590,10,13
753,397,816,19,24
754,932,974,29,23
755,853,674,28,28
756,93,224,10,29
757,217,188,16,25
758,569,3,13,14
759,625,456,29,26
760,527,845,21,27
761,802,434,13,18
762,569,564,11,22
763,28,922,20,26
764,657,361,22,16
765,242,267,21,29
766,758,46,28,10
767,880,108,22,17
768,979,461,11,12
769,324,189,14,13
770,214,622,29,23
771,169,205,14,24
772,464,889,26,11
773,174,220,17,27
774,587,742,14,17
775,7,738,13,15
776,668,517,20,18
777,558,85,16,10
778,968,836,20,10
779,770,463,5,4
780,255,914,17,11
781,715,39,22,27
782,364,907,23,21
783,358,966,21,14
784,325,34,16,16
785,584,600,19,23
786,137,236,6,10
787,290,331,24,28
788,401,403,16,11
789,358,268,11,14
790,10,722,20,17
791,280,583,14,15
792,488,882,26,24
793,890,716,22,19
794,531,265,20,17
795,325,581,17,18
796,341,742,26,20
797,745,105,25,16
798,411,676,13,17
799,304,907,20,27
800,326,332,17,22
801,939,986,23,13
802,50,827,17,24
803,540,470,18,20
804,535,333,27,19
805,82,386,21,22
806,197,247,27,17
807,814,841,24,19
808,101,527,18,12
809,962,305,20,25
810,807,54,11,13
811,761,516,28,18
812,479,796,15,27
813,372,456,24,19
814,907,503,24,21
815,668,944,14,27
816,163,79,18,27
817,358,104,17,16
818,359,424,24,27
819,102,764,22,16
820,912,408,24,11
821,224,544,19,15
822,593,796,13,15
823,79,780,10,21
824,543,566,20,26
825,864,114,11,16
826,252,15,10,19
827,61,81,10,18
828,949,230,22,16
829,698,779,11,29
830,365,958,11,27
831,820,831,20,29
832,912,582,14,17
833,252,272,24,15
834,812,504,14,18
835,892,256,26,22
836,94,480,26,24
837,195,509,7,12
838,497,639,22,21
839,68,842,28,29
840,520,496,26,12
841,15,898,28,27
842,844,49,15,23
843,334,953,13,10
844,482,79,23,10
845,660,316,20,24
846,357,670,25,17
847,224,292,11,13
848,153,374,19,27
849,123,534,20,18
850,661,357,15,22
851,905,263,16,12
852,259,268,20,11
853,603,727,22,24
854,856,630,26,19
855,740,726,4,14
856,252,492,24,27
857,713,905,16,11
858,318,532,29,12
859,39,892,13,26
860,846,585,29,18
861,70,371,13,13
862,199,732,21,10
863,568,841,12,12
864,521,279,16,26
865,366,425,17,26
866,691,762,23,10
867,586,800,12,23
868,21,938,26,12
869,72,749,20,13
870,595,845,15,13
871,388,702,14,15
872,529,574,25,26
873,181,543,12,27
874,214,817,15,22
875,748,452,16,21
876,790,955,20,26
877,601,472,17,14
878,742,172,27,29
879,100,927,15,8
880,878,833,29,27
881,20,885,21,18
882,763,454,16,29
883,597,56,18,28
884,485,43,28,26
885,233,727,12,13
886,39,573,29,26
887,787,81,21,14
888,857,376,11,12
889,904,626,20,11
890,863,836,27,19
891,771,793,16,11
892,349,746,17,24
893,450,17,29,28
894,643,338,10,10
895,2,659,19,15
896,72,429,11,18
897,908,68,26,27
898,264,536,12,12
899,673,11,13,16
900,961,340,11,17
901,724,662,23,11
902,364,336,16,25
903,687,639,19,23
904,851,398,27,17
905,57,427,27,22
906,106,495,14,16
907,524,469,23,15
908,631,237,10,11
909,977,798,22,21
910,158,348,28,14
911,382,65,18,28
912,54,950,16,15
913,244,471,26,24
914,733,604,19,11
915,427,618,12,24
916,276,152,14,27
917,147,379,26,14
918,232,286,11,21
919,840,48,18,15
920,146,204,24,12
921,204,630,12,17
922,140,118,18,15
923,54,49,18,16
924,553,862,27,17
925,570,28,21,29
926,816,390,11,28
927,308,766,15,17
928,628,641,10,24
929,301,335,12,10
930,242,61,14,18
931,778,531,25,23
932,304,763,20,11
933,866,364,12,24
934,714,705,29,28
935,728,605,21,28
936,787,60,27,28
937,713,783,24,20
938,779,128,14,26
939,958,95,13,21
940,122,246,15,10
941,778,656,28,13
942,482,76,25,27
943,235,134,16,11
944,12,380,13,25
945,100,832,27,23
946,813,219,11,17
947,295,335,17,10
948,519,485,27,25
949,588,514,26,29
950,967,924,21,24
951,213,787,19,16
952,503,861,22,28
953,374,642,11,25
954,524,523,20,14
955,402,535,28,24
956,763,324,22,14
957,526,494,19,17
958,828,404,13,23
959,656,980,16,16
960,793,533,27,11
961,824,472,24,26
962,807,357,20,17
963,176,615,19,25
964,273,110,11,28
965,720,207,12,13
966,666,233,19,23
967,801,649,29,17
968,109,731,18,12
969,182,99,16,29
970,174,576,11,25
971,515,242,21,16
972,129,840,11,24
973,490,14,13,18
974,825,843,15,10
975,474,403,20,15
976,708,128,23,13
977,263,491,21,20
978,313,563,19,23
979,578,912,19,15
980,621,299,20,10
981,206,567,21,27
982,420,857,15,10
983,857,199,17,26
984,707,892,28,14
985,109,511,23,28
986,948,337,19,23
987,589,883,24,16
988,20,912,16,13
989,420,604,12,12
990,587,271,25,15
991,723,796,10,21
992,385,292,22,15
993,505,886,28,18
994,532,365,22,25
995,100,678,22,19
996,752,600,12,19
997,799,190,19,19
998,21,695,13,20
999,629,754,18,15
1000,32,970,24,21
1001,510,70,24,28
1002,224,184,24,17
1003,104,332,24,12
1004,528,526,29,18
1005,24,257,15,11
1006,687,259,24,27
1007,439,591,19,28
1008,771,252,17,25
1009,133,425,27,26
1010,100,267,23,21
1011,770,6,10,10
1012,281,397,13,24
1013,639,523,12,17
1014,336,465,16,17
1015,279,132,22,16
1016,401,903,16,23
1017,826,513,17,10
1018,249,593,23,19
1019,705,190,22,27
1020,402,853,17,23
1021,547,274,13,29
1022,271,179,18,24
1023,156,804,12,14
1024,795,650,22,26
1025,438,227,15,20
1026,148,775,18,22
1027,289,819,28,14
1028,156,130,15,13
1029,971,646,11,27
1030,542,371,25,17
1031,57,215,19,12
1032,938,227,22,19
1033,770,874,20,18
1034,796,765,12,10
1035,896,565,21,23
1036,868,931,12,19
1037,395,759,16,27
1038,324,577,12,24
1039,913,104,15,17
1040,414,277,13,21
1041,139,503,17,25
1042,647,833,11,29
1043,763,357,24,13
1044,859,959,11,29
1045,449,591,28,18
1046,622,604,27,22
1047,111,44,15,28
1048,884,298,12,12
1049,370,955,19,14
1050,26,385,19,23
1051,929,58,17,18
1052,508,771,28,26
1053,176,374,23,17
1054,422,89,13,24
1055,380,528,24,17
1056,258,702,22,13
1057,255,399,17,13
1058,777,88,27,22
1059,377,780,19,22
1060,934,987,28,10
1061,921,150,26,26
1062,614,97,29,16
1063,528,191,25,15
1064,643,867,15,12
1065,918,367,28,21
1066,493,183,24,25
1067,581,520,23,24
1068,589,443,17,17
1069,944,612,3,8
1070,32,344,24,15
1071,305,477,12,22
1072,547,456,19,13
1073,147,798,19,18
1074,233,585,16,25
1075,192,557,22,19
1076,295,400,12,28
1077,187,556,14,11
1078,775,368,19,18
1079,724,706,10,24
1080,961,836,22,19
1081,764,337,15,17
1082,84,395,17,10
1083,310,340,17,19
1084,750,51,16,24
1085,875,405,13,18
1086,956,747,20,21
1087,523,392,28,20
1088,120,580,12,21
1089,12,834,10,12
1090,949,916,10,27
1091,85,546,27,25
1092,953,101,15,12
1093,719,713,14,20
1094,698,612,21,25
1095,687,64,11,26
1096,153,139,27,28
1097,831,187,28,17
1098,825,938,25,11
1099,564,817,23,25
1100,455,684,17,22
1101,823,656,18,23
1102,94,891,29,23
1103,828,492,19,19
1104,275,163,27,17
1105,375,462,19,27
1106,284,67,17,29
1107,509,248,27,11
1108,626,284,17,14
1109,356,766,22,24
1110,897,246,11,21
1111,546,481,28,29
1112,834,856,18,23
1113,186,241,17,17
1114,807,640,17,24
1115,925,717,11,20
1116,737,270,25,25
1117,545,379,12,21
1118,255,148,24,29
1119,975,880,20,28
1120,139,853,27,23
1121,52,830,3,12
1122,747,631,16,22
1123,441,606,14,27
1124,399,699,24,13
1125,970,630,13,23
1126,403,342,29,24
1127,964,940,15,24
1128,729,673,19,23
1129,675,553,28,14
1130,715,594,22,27
1131,690,549,10,19
1132,719,395,27,28
1133,116,233,18,24
1134,844,199,19,28
1135,242,205,19,11
1136,368,154,12,13
1137,685,135,16,23
1138,836,871,13,14
1139,885,952,11,29
1140,856,671,25,14
1141,56,234,23,28
1142,712,802,26,24
1143,452,246,21,29
1144,800,881,22,24
1145,353,825,10,24
1146,132,549,15,20
1147,75,875,22,14
1148,708,840,18,24
1149,218,873,13,28
1150,780,526,11,14
1151,747,228,17,18
1152,876,34,11,24
1153,945,918,14,12
1154,328,760,25,14
1155,855,721,26,20
1156,32,963,23,20
1157,522,495,19,25
1158,773,230,27,23
1159,951,772,26,25
1160,95,632,25,21
1161,979,418,11,26
1162,691,496,29,24
1163,256,272,24,15
1164,337,946,11,22
1165,383,209,27,11
1166,785,149,12,23
1167,564,6,23,17
1168,746,666,14,19
1169,402,376,10,29
1170,506,323,14,21
1171,801,757,11,17
1172,397,365,15,11
1173,259,915,15,24
1174,681,130,22,10
1175,249,569,13,26
1176,329,559,22,26
1177,670,414,12,21
1178,683,422,12,17
1179,804,846,20,14
1180,678,414,19,26
1181,155,144,25,11
1182,369,801,14,12
1183,11,434,20,10
1184,832,451,17,26
1185,971,769,25,18
1186,172,620,12,24
1187,864,602,26,27
1188,779,298,21,17
1189,455,476,21,21
1190,540,20,20,20
1191,798,655,17,26
1192,902,63,26,23
1193,201,513,18,16
1194,463,393,21,23
1195,971,288,14,18
1196,344,524,24,28
1197,407,380,17,16
1198,8,733,22,12
1199,785,524,13,29
1200,181,418,29,24
1201,650,345,28,11
1202,610,60,18,27
1203,521,878,27,22
1204,547,900,15,23
1205,90,944,17,19
1206,638,508,13,13
1207,916,424,20,17
1208,89,839,17,11
1209,32,781,25,25
1210,195,240,19,27
1211,934,607,18,18
1212,227,549,15,25
1213,79,864,13,27
1214,182,555,13,12
1215,841,854,24,19
1216,508,33,28,13
1217,632,271,28,13
1218,970,751,14,19
1219,58,954,19,18
1220,435,179,11,23
1221,872,309,20,14
1222,833,783,16,15
1223,263,672,17,29
1224,760,302,26,16
1225,181,677,11,19
1226,112,490,18,15
1227,362,379,15,14
1228,181,239,26,22
1229,262,533,10,25
1230,310,680,13,29
1231,817,95,25,14
1232,375,11,29,11
1233,149,860,18,28
1234,564,520,28,19
1235,613,163,22,29
1236,331,399,23,21
1237,642,486,27,14
1238,308,43,27,27
1239,751,967,29,18
1240,243,417,27,17
1241,235,735,15,22
1242,798,217,19,26
1243,707,649,20,17
1244,230,93,28,10
1245,217,613,11,12
1246,210,849,28,26
1247,381,794,23,27
1248,505,349,26,17
1249,540,633,19,25
1250,516,353,27,11
1251,926,985,11,10
1252,919,287,24,11
1253,680,55,26,15
1254,65,781,24,22
1255,537,566,16,13
1256,572,88,25,27
1257,563,464,19,18
1258,391,846,20,25
1259,390,775,22,21
1260,397,113,17,15
1261,181,386,10,12
1262,291,855,19,18
1263,488,932,15,17
1264,927,852,23,18
1265,857,762,13,28
1266,954,529,18,18
1267,217,228,14,27
1268,799,436,15,19
1269,945,209,18,25
1270,336,215,12,14
1271,95,877,22,11
1272,519,448,13,24
1273,587,511,13,12
1274,692,51,13,13
1275,122,38,20,20
1276,613,279,20,17
1277,625,704,14,10
1278,521,192,11,11
1279,237,607,28,13
1280,836,197,26,19
1281,430,192,27,10
1282,948,898,25,25
1283,628,293,24,26
1284,860,862,17,17
1285,910,197,16,24
1286,554,572,25,24
1287,178,668,23,15
1288,890,105,10,19
1289,224,959,11,11
1290,875,369,27,27
1291,241,213,12,23
1292,293,337,18,21
1293,462,83,28,20
1294,344,549,10,24
1295,367,450,11,26
1296,60,830,28,22
1297,3,179,16,17
1298,162,339,20,13
1299,738,61,28,17
1300,794,957,28,29
1301,407,906,14,19
1302,444,577,21,10
1303,424,862,29,17
1304,255,783,20,27
1305,636,512,11,28
1306,275,106,25,11
1307,205,70,20,23
1308,610,316,19,10
1309,377,68,18,13
1310,663,987,13,13
1311,372,82,25,29
1312,349,881,11,10
1313,626,261,11,16
1314,762,250,13,23
1315,646,267,14,26
1316,117,678,10,25
1317,914,113,15,26
1318,515,88,13,17
1319,188,510,18,29
1320,892,964,11,19
1321,11,382,21,12
1322,957,930,25,25
1323,47,77,20,25
1324,458,31,20,18
1325,809,53,25,10
1326,829,515,7,5
1327,618,72,10,10
1328,918,859,23,16
1329,159,348,22,28
1330,769,460,18,10
1331,878,922,14,22
1332,661,559,13,28
1333,815,418,13,11
1334,831,197,11,17
1335,411,545,25,18
1336,509,285,19,22
1337,926,885,29,17
1338,757,589,16,27
1339,172,803,27,27
1340,269,161,17,29
1341,469,185,22,28
1342,981,391,11,25
1343,314,195,29,20
1344,468,797,10,22
1345,477,79,29,24
1346,884,560,22,22
1347,460,798,18,13
1348,871,61,26,10
1349,115,894,11,17
1350,842,883,17,11
1351,38,267,14,11
1352,377,58,11,19
1353,547,851,28,15
1354,13,901,13,12
1355,529,362,18,29
1356,196,275,27,24
1357,794,955,13,13
1358,218,557,13,17
1359,536,536,15,23
1360,68,86,25,26
1361,242,399,21,19
1362,618,691,19,19
1363,247,227,29,29
